HMEL002758g1	Hmel201	1624	6629	-
HMEL030001g1	Hmel201	7779	8195	+
HMEL002761g1	Hmel201	13096	13813	+
HMEL030002g1	Hmel201	16148	16755	-
HMEL030003g1	Hmel201	16931	17482	+
HMEL011667g1	Hmel201	20891	22632	+
HMEL011667g2	Hmel201	25554	36300	+
HMEL030004g1	Hmel201	37714	39093	+
HMEL011668g1	Hmel201	42317	44870	-
HMEL011668g2	Hmel201	45775	49056	-
HMEL030005g1	Hmel201	55532	63479	-
HMEL030006g1	Hmel201	80109	81702	-
HMEL030007g1	Hmel201	83368	84138	-
HMEL030008g1	Hmel201	94329	96073	+
HMEL008588g1	Hmel201	101955	105561	+
HMEL030009g1	Hmel201	132130	132669	-
HMEL030010g1	Hmel201	141575	142339	+
HMEL030011g1	Hmel201	152538	154207	+
HMEL030012g1	Hmel201	183467	187202	+
HMEL030013g1	Hmel201	286859	289222	-
HMEL030014g1	Hmel201	327633	334828	+
HMEL008044g1	Hmel201	380464	446208	+
HMEL003764g1	Hmel201	450573	468244	+
HMEL003766g1	Hmel201	470667	477956	-
HMEL030015g1	Hmel201	479180	480688	-
HMEL030016g1	Hmel201	482407	482933	-
HMEL022585g1	Hmel201	492022	503852	-
HMEL030017g1	Hmel201	515180	516277	-
HMEL030018g1	Hmel201	526013	526814	-
HMEL003769g1	Hmel201	528426	531243	-
HMEL003771g1	Hmel201	531604	536757	-
HMEL003772g1	Hmel201	538402	541612	-
HMEL030019g1	Hmel201	543371	547054	-
HMEL022617g1	Hmel201	558491	563044	-
HMEL030020g1	Hmel201	613479	614195	+
HMEL003783g1	Hmel201	712982	732321	+
HMEL030021g1	Hmel201	746227	746652	+
HMEL030022g1	Hmel201	777482	779026	-
HMEL003784g1	Hmel201	785087	832444	+
HMEL003784g2	Hmel201	847073	871519	+
HMEL003790g1	Hmel201	946288	948025	-
HMEL003791g1	Hmel201	949064	960920	+
HMEL030023g1	Hmel201	964531	965409	-
HMEL003792g1	Hmel201	968059	987271	-
HMEL030024g1	Hmel201	1009751	1013056	+
HMEL003793g1	Hmel201	1013962	1025179	+
HMEL030025g1	Hmel201	1030075	1033034	-
HMEL003793g2	Hmel201	1034126	1037043	+
HMEL003793g3	Hmel201	1043035	1043498	+
HMEL003793g4	Hmel201	1067375	1072429	+
HMEL003796g1	Hmel201	1075131	1077443	-
HMEL003797g1	Hmel201	1078020	1082809	+
HMEL003798g1	Hmel201	1084016	1090026	-
HMEL030026g1	Hmel201	1090941	1133521	+
HMEL003801g1	Hmel201	1141691	1145617	-
HMEL003801g2	Hmel201	1147612	1163564	-
HMEL003802g1	Hmel201	1169058	1173859	+
HMEL030027g1	Hmel201	1179621	1189353	-
HMEL030028g1	Hmel201	1223105	1223386	+
HMEL030029g1	Hmel201	1223441	1226581	+
HMEL011300g1	Hmel201	1241974	1259180	+
HMEL011299g1	Hmel201	1264693	1291866	-
HMEL011298g1	Hmel201	1309940	1310299	+
HMEL011297g1	Hmel201	1314051	1326885	-
HMEL030030g1	Hmel201	1340388	1345381	-
HMEL011296g1	Hmel201	1350743	1430340	-
HMEL030031g1	Hmel201	1439155	1439778	-
HMEL011295g1	Hmel201	1441294	1452747	-
HMEL011294g1	Hmel201	1453726	1460206	+
HMEL011293g1	Hmel201	1465588	1473625	-
HMEL011292g1	Hmel201	1506290	1507402	-
HMEL011291g1	Hmel201	1519188	1530248	+
HMEL011289g1	Hmel201	1534882	1535229	-
HMEL011289g2	Hmel201	1535371	1561886	-
HMEL011289g3	Hmel201	1586035	1586865	-
HMEL011288g1	Hmel201	1619066	1619629	-
HMEL030032g1	Hmel201	1662954	1663704	-
HMEL030033g1	Hmel201	1678231	1678605	+
HMEL011287g1	Hmel201	1681447	1690153	+
HMEL011286g1	Hmel201	1693087	1697081	-
HMEL030034g1	Hmel201	1698253	1701769	+
HMEL011284g1	Hmel201	1703534	1718274	-
HMEL011283g1	Hmel201	1718748	1720114	+
HMEL011282g1	Hmel201	1721859	1722993	+
HMEL011281g1	Hmel201	1725904	1730156	-
HMEL011280g1	Hmel201	1730873	1734299	+
HMEL030035g1	Hmel201	1739853	1744539	-
HMEL011278g1	Hmel201	1744983	1749883	+
HMEL011277g1	Hmel201	1753386	1764960	-
HMEL011276g1	Hmel201	1766854	1775451	-
HMEL011275g1	Hmel201	1778715	1789934	+
HMEL011274g1	Hmel201	1809749	1814701	+
HMEL011273g1	Hmel201	1816054	1817340	+
HMEL011272g1	Hmel201	1821107	1839876	+
HMEL005261g1	Hmel201	1868618	1875283	-
HMEL005260g1	Hmel201	1886304	1890062	+
HMEL030036g1	Hmel201	1891745	1892116	+
HMEL030037g1	Hmel201	1895843	1899501	+
HMEL030038g1	Hmel201	1901995	1902561	+
HMEL030039g1	Hmel201	1905698	1906267	+
HMEL030040g1	Hmel201	1907745	1908311	+
HMEL003267g1	Hmel201	1910600	1912939	-
HMEL030041g1	Hmel201	1924069	1928772	+
HMEL030042g1	Hmel201	1943890	1945896	+
HMEL030043g1	Hmel201	1955158	1955490	-
HMEL030044g1	Hmel201	1955519	1959729	+
HMEL002970g1	Hmel201	2073930	2075246	-
HMEL002971g1	Hmel201	2080757	2081056	+
HMEL002971g2	Hmel201	2093945	2110265	+
HMEL002972g1	Hmel201	2111788	2116999	-
HMEL002973g1	Hmel201	2118824	2123742	+
HMEL030045g1	Hmel201	2124699	2127636	-
HMEL015006g1	Hmel201	2131208	2142520	-
HMEL015005g1	Hmel201	2143845	2152614	+
HMEL015005g2	Hmel201	2152638	2154971	+
HMEL015005g3	Hmel201	2155188	2159983	+
HMEL030046g1	Hmel201	2163263	2169801	+
HMEL030047g1	Hmel201	2170517	2172468	-
HMEL015003g1	Hmel201	2172848	2197724	+
HMEL015002g1	Hmel201	2204253	2209147	-
HMEL015001g1	Hmel201	2219664	2225884	+
HMEL030048g1	Hmel201	2226122	2228469	+
HMEL030049g1	Hmel201	2228550	2230304	-
HMEL014998g1	Hmel201	2231769	2232336	+
HMEL030050g1	Hmel201	2242727	2244175	-
HMEL014995g1	Hmel201	2244884	2246357	+
HMEL030051g1	Hmel201	2249976	2250320	-
HMEL030052g1	Hmel201	2250399	2251508	+
HMEL014994g1	Hmel201	2252202	2255637	-
HMEL014993g1	Hmel201	2256663	2260760	-
HMEL030053g1	Hmel201	2291614	2291997	+
HMEL014991g1	Hmel201	2324636	2349622	+
HMEL014990g1	Hmel201	2355095	2360032	+
HMEL014990g2	Hmel201	2360363	2361076	+
HMEL030054g1	Hmel201	2361616	2363740	+
HMEL014988g1	Hmel201	2365416	2367678	+
HMEL030055g1	Hmel201	2368154	2368684	+
HMEL014988g2	Hmel201	2369898	2370972	+
HMEL014987g1	Hmel201	2371548	2372937	+
HMEL030056g1	Hmel201	2373450	2374092	+
HMEL014986g1	Hmel201	2374676	2375889	+
HMEL014985g1	Hmel201	2377384	2426514	-
HMEL014984g1	Hmel201	2429609	2433159	+
HMEL014984g2	Hmel201	2436032	2437284	+
HMEL030057g1	Hmel201	2440831	2447897	-
HMEL014983g1	Hmel201	2448468	2451897	-
HMEL014982g1	Hmel201	2454926	2457721	-
HMEL030058g1	Hmel201	2460952	2462182	-
HMEL030059g1	Hmel201	2470021	2470278	-
HMEL010071g1	Hmel201	2545983	2583073	+
HMEL010072g1	Hmel201	2585326	2589856	-
HMEL030060g1	Hmel201	2589976	2594740	+
HMEL010075g1	Hmel201	2600668	2601874	+
HMEL030061g1	Hmel201	2602385	2603117	-
HMEL010076g1	Hmel201	2609855	2618724	-
HmIR7d2_1	Hmel201	2620972	2622753	+
HmIR7d1_1	Hmel201	2622940	2624724	+
HMEL030062g1	Hmel201	2627995	2637857	-
HMEL010079g1	Hmel201	2639189	2640492	-
HMEL030063g1	Hmel201	2675503	2676358	+
HMEL003370g1	Hmel201	2696918	2702425	+
HMEL030065g1	Hmel201	2708734	2709317	-
HMEL005989g1	Hmel201	2709744	2738118	+
HMEL030064g1	Hmel201	2770501	2773147	+
HMEL030066g1	Hmel201	2906317	2921201	+
HMEL030067g1	Hmel201	2921375	2921806	+
HMEL006620g1	Hmel201	2927280	2955779	+
HMEL030068g1	Hmel201	2959518	2960630	-
HMEL030069g1	Hmel201	3014355	3015147	+
HMEL006621g1	Hmel201	3029960	3033945	-
HMEL003398g1	Hmel201	3094769	3120215	-
HMEL030070g1	Hmel201	3151079	3154852	-
HMEL030071g1	Hmel201	3188197	3191197	-
HMEL003399g1	Hmel201	3199128	3200951	+
HMEL003400g1	Hmel201	3201946	3202491	+
HMEL003401g1	Hmel201	3249810	3261864	+
HMEL003402g1	Hmel201	3267542	3276125	-
HMEL003403g1	Hmel201	3277386	3285812	+
HMEL030072g1	Hmel201	3286240	3289712	-
HMEL030073g1	Hmel201	3290488	3293935	-
HMEL007401g1	Hmel201	3294399	3302524	+
HMEL007396g1	Hmel201	3319930	3364935	+
HMEL030074g1	Hmel201	3365489	3368334	-
HMEL030075g1	Hmel201	3368655	3370816	-
HMEL007396g2	Hmel201	3371687	3398909	+
HMEL007395g1	Hmel201	3400295	3404023	-
HMEL003135g1	Hmel201	3405150	3406714	-
HMEL003136g1	Hmel201	3408864	3410852	-
HMEL003137g1	Hmel201	3418280	3432930	+
HMEL003138g1	Hmel201	3437975	3439420	+
HMEL003139g1	Hmel201	3445402	3446193	+
HMEL008050g1	Hmel201	3503650	3504429	-
HMEL004362g1	Hmel201	3557003	3590299	+
HMEL030076g1	Hmel201	3625309	3626256	+
HMEL030077g1	Hmel201	3671559	3673178	-
HMEL030078g1	Hmel201	3680183	3685557	-
HMEL004359g1	Hmel201	3689938	3690717	+
HMEL009586g1	Hmel201	3695779	3696552	+
HMEL030083g1	Hmel201	3709990	3710415	+
HMEL009584g1	Hmel201	3734260	3734574	-
HMEL030082g1	Hmel201	3738870	3764583	+
HMEL030081g1	Hmel201	3792985	3796747	-
HMEL030080g1	Hmel201	3808864	3812739	+
HMEL030079g1	Hmel201	3850955	3851067	+
HMEL030084g1	Hmel201	3856000	3858343	-
HMEL015674g1	Hmel201	3882691	3895819	-
HMEL015674g2	Hmel201	3898231	3939102	-
HMEL015673g1	Hmel201	3945536	3953364	+
HMEL030085g1	Hmel201	3953870	3958274	-
HMEL015671g1	Hmel201	3959735	3962290	+
HMEL015671g2	Hmel201	3962533	3964353	+
HMEL015670g1	Hmel201	3965147	3968787	-
HMEL015669g1	Hmel201	3976129	3977061	+
HMEL030086g1	Hmel201	3978131	3985608	-
HMEL015667g1	Hmel201	3985977	3994133	+
HMEL015666g1	Hmel201	3997720	4001324	+
HMEL015665g1	Hmel201	4003228	4009070	-
HMEL015664g1	Hmel201	4011167	4013551	+
HMEL030087g1	Hmel201	4022177	4022543	-
HMEL015663g1	Hmel201	4024847	4027306	-
HMEL015661g1	Hmel201	4029599	4047266	+
HMEL015661g2	Hmel201	4049662	4061666	+
HMEL015660g1	Hmel201	4069387	4079239	-
