evm.TU.Herato0101.1	Herato01	6012	9164	-
evm.TU.Herato0101.2	Herato01	20658	34124	+
evm.TU.Herato0101.3	Herato01	37482	40921	+
evm.TU.Herato0101.4	Herato01	42259	52078	+
evm.TU.Herato0101.5	Herato01	52543	62117	+
evm.TU.Herato0101.6	Herato01	63126	68601	-
novel_gene_1	Herato01	63655	64578	+
evm.TU.Herato0101.7	Herato01	69548	71087	-
evm.TU.Herato0101.8	Herato01	138430	144438	+
evm.TU.Herato0101.9	Herato01	192251	193802	+
evm.TU.Herato0101.10	Herato01	349231	349551	+
evm.TU.Herato0101.11_evm.TU.Herato0101.13_evm.TU.Herato0101.13	Herato01	404117	595513	+
evm.TU.Herato0101.12	Herato01	420054	423724	+
evm.TU.Herato0101.14	Herato01	597173	610082	-
evm.TU.Herato0101.15	Herato01	638185	677508	-
evm.TU.Herato0101.16	Herato01	680046	688951	-
evm.TU.Herato0101.17	Herato01	714234	737489	-
evm.TU.Herato0101.18	Herato01	740626	815031	-
evm.TU.Herato0101.19	Herato01	931918	1115211	+
novel_gene_7	Herato01	1042318	5570269	+
evm.TU.Herato0101.20	Herato01	1214165	1216223	-
evm.TU.Herato0101.21	Herato01	1218214	1230697	+
evm.TU.Herato0101.22	Herato01	1237270	1238148	-
evm.TU.Herato0101.23	Herato01	1241508	1269153	-
evm.TU.Herato0101.24	Herato01	1253981	1261868	-
evm.TU.Herato0101.25	Herato01	1261978	1262727	-
evm.TU.Herato0101.26	Herato01	1303666	1312366	+
evm.TU.Herato0101.27	Herato01	1319142	1324478	-
evm.TU.Herato0101.28	Herato01	1325415	1327936	+
evm.TU.Herato0101.29	Herato01	1347306	1383460	+
evm.TU.Herato0101.30	Herato01	1386224	1388928	-
evm.TU.Herato0101.31	Herato01	1389371	1395252	+
evm.TU.Herato0101.32	Herato01	1397222	1404208	-
evm.TU.Herato0101.33	Herato01	1405086	1422060	+
evm.TU.Herato0101.34	Herato01	1451053	1465335	+
evm.TU.Herato0101.35	Herato01	1474970	1511520	-
evm.TU.Herato0101.36	Herato01	1518249	1523572	+
evm.TU.Herato0101.37	Herato01	1529357	1534366	-
